@relation alpha2
@attribute a1 {a,b,c,d,e,f}
@attribute a2 {a,b,c,d,e,f}
@attribute a3 {a,b,c,d,e,f}
@attribute a4 {a,b,c,d,e,f}
@attribute a5 {a,b,c,d,e,f}
@attribute a6 {a,b,c,d,e,f}
@attribute a7 {a,b,c,d,e,f}
@attribute a8 {a,b,c,d,e,f}
@attribute a9 {a,b,c,d,e,f}
@attribute a10 {a,b,c,d,e,f}
@attribute class {yes,no}
@data
b,a,e,a,b,a,c,c,e,d,no
f,a,f,c,e,d,e,f,b,c,no
b,f,b,c,d,b,f,f,e,c,no
e,d,a,d,d,d,a,b,a,f,no
a,f,d,b,f,d,e,b,b,b,no
f,f,e,a,c,e,a,c,d,b,yes
d,a,f,b,c,a,e,a,e,d,no
e,b,b,a,b,b,d,a,e,c,no
e,a,b,e,f,f,f,b,e,f,no
f,b,e,f,b,f,a,e,c,c,no
f,d,d,c,e,d,c,b,d,f,no
a,c,c,a,c,e,c,e,b,d,yes
e,a,f,e,c,e,c,d,d,f,no
a,a,a,e,d,a,e,e,a,d,no
e,a,f,d,b,b,c,a,b,d,no
c,b,c,c,e,d,c,c,e,f,no
e,e,d,c,b,f,c,f,c,f,no
d,e,f,a,a,f,e,a,c,e,yes
d,b,e,b,b,c,f,f,a,d,no
f,b,c,f,e,c,c,f,b,a,no
f,f,c,c,e,d,b,e,e,d,no
d,b,a,d,d,a,a,d,c,d,no
b,d,a,f,b,c,d,d,b,d,no
d,d,d,f,c,d,c,e,e,b,no
d,f,f,f,e,f,a,e,d,f,no
f,f,b,b,f,b,e,d,f,c,no
e,c,f,d,b,f,e,e,b,b,no
b,b,a,b,b,b,e,c,e,a,no
f,c,c,a,c,a,c,b,e,c,no
e,a,d,b,a,c,a,a,c,c,no
b,c,a,c,d,d,c,a,d,e,no
c,a,e,b,b,a,c,e,e,a,no
f,b,b,b,c,c,b,b,a,f,no
b,c,f,c,c,d,d,a,d,f,yes
d,f,a,f,b,f,a,c,c,f,no
d,a,c,d,b,e,e,c,b,e,no
b,e,a,d,f,c,a,a,c,c,no
a,f,f,e,a,a,c,c,f,e,no
a,f,a,e,f,b,e,a,d,d,no
a,f,a,b,b,d,a,c,a,c,no
c,e,b,a,f,d,e,d,d,c,no
c,b,b,b,f,d,f,b,f,a,no
d,b,c,e,f,f,f,e,b,a,no
a,d,a,b,f,a,e,f,f,c,no
f,d,d,c,c,c,e,d,c,d,no
b,c,b,d,c,f,d,b,d,b,no
a,f,e,a,e,f,e,a,a,e,yes
f,d,a,f,d,e,e,a,b,d,no
d,d,f,c,c,d,a,c,b,d,no
e,f,d,d,e,d,f,e,c,a,no
c,e,c,c,a,e,e,a,c,d,no
e,c,b,d,d,f,c,e,b,f,no
b,a,a,b,d,f,f,c,f,d,yes
b,c,d,e,f,b,e,f,a,d,yes
c,c,a,a,e,f,a,f,e,f,yes
f,c,e,c,a,b,a,b,b,b,no
c,f,b,b,d,d,a,e,f,b,no
a,e,b,a,a,d,f,e,d,a,no
e,e,c,b,f,b,e,e,a,d,no
c,a,a,c,a,f,e,b,b,c,no
d,d,b,c,f,b,a,d,b,f,no
c,c,b,f,f,b,d,b,f,c,no
f,e,f,f,c,d,a,b,c,c,no
b,e,a,a,d,c,a,f,a,e,no
d,e,e,d,d,c,a,f,f,e,no
c,a,b,c,b,e,c,e,a,e,no
f,b,a,c,f,d,b,d,c,a,no
a,a,a,f,a,c,d,c,b,d,no
e,c,f,e,e,e,b,f,f,a,no
b,b,a,c,e,f,c,d,e,a,yes
a,f,a,f,e,a,e,d,c,d,no
e,a,f,c,a,d,b,d,f,e,no
e,a,a,c,d,b,e,f,b,e,no
d,e,e,b,d,a,c,b,b,c,no
a,e,d,a,c,d,b,a,c,f,yes
c,e,e,a,a,f,c,f,e,f,no
d,f,d,c,c,a,d,a,b,e,no
e,c,d,e,f,c,a,c,e,e,no
b,a,f,b,f,f,b,d,f,d,no
c,f,a,b,a,e,a,a,d,f,no
c,c,f,f,c,a,b,e,e,d,no
d,a,c,e,c,c,c,f,b,f,no
b,f,c,a,f,a,a,d,c,e,no
b,a,e,d,d,a,a,b,f,d,no
d,a,a,f,b,c,d,f,c,e,no
e,c,e,d,d,a,c,a,c,b,no
d,e,b,d,c,c,b,d,d,c,no
b,b,c,c,f,c,f,d,e,b,no
c,b,e,f,e,c,d,b,e,f,no
b,e,f,e,c,d,f,a,d,f,yes
e,f,b,a,d,a,c,a,e,b,no
b,c,b,b,c,d,d,d,a,f,yes
a,d,e,f,a,f,b,a,f,b,yes
a,e,b,e,d,c,f,c,b,c,no
c,a,f,b,a,d,f,f,b,e,no
d,e,e,a,a,a,c,a,b,b,no
f,a,d,f,d,c,a,d,b,a,no
d,e,d,e,e,f,e,d,b,d,no
d,f,e,c,f,b,d,f,f,f,no
d,e,c,e,f,f,a,a,a,b,no
c,f,f,d,b,c,b,c,b,d,no
b,b,c,c,f,b,e,a,c,b,no
d,c,e,f,a,b,b,f,d,c,no
d,a,f,c,d,b,c,d,c,d,no
c,a,f,c,e,c,b,b,c,c,no
a,d,a,e,b,a,a,d,d,c,no
f,e,a,c,e,d,e,d,d,f,no
d,b,c,d,a,a,e,c,c,c,no
a,e,f,a,f,c,d,b,f,d,yes
b,f,e,a,f,d,a,f,e,b,no
c,d,b,e,f,d,b,e,d,e,no
a,a,d,e,b,b,c,c,f,c,no
e,f,a,f,a,b,b,d,c,b,no
c,a,d,d,e,c,c,c,b,e,no
f,c,a,f,a,d,d,b,f,e,no
d,d,e,a,f,f,e,c,c,d,no
d,b,d,a,a,d,e,b,b,c,no
b,f,b,e,a,f,f,b,d,f,no
d,d,b,e,a,b,b,e,a,d,no
c,f,a,d,c,e,d,e,d,b,no
e,c,b,b,f,b,e,b,f,e,no
b,b,d,d,b,d,d,a,c,b,no
e,c,a,e,b,a,f,c,d,a,no
b,b,e,e,d,b,c,e,c,b,no
d,e,d,f,b,a,f,e,f,e,no
d,b,a,c,b,c,f,d,b,b,no
e,a,d,c,a,d,a,c,f,f,no
f,c,f,d,b,a,c,d,f,b,no
b,d,b,a,c,f,e,e,d,c,yes
b,e,e,e,a,c,a,c,d,d,no
d,e,c,f,c,f,f,a,e,e,no
f,b,c,a,c,b,e,d,e,e,no
e,c,f,a,f,c,a,a,c,f,no
f,d,a,a,a,c,c,f,b,f,no
e,f,e,c,d,e,b,e,c,a,yes
c,d,f,f,a,c,d,f,d,c,yes
c,b,b,f,d,c,b,e,a,c,no
f,e,a,e,e,f,f,d,f,a,no
d,a,d,a,c,a,f,f,b,a,no
b,d,f,c,d,e,e,c,b,a,yes
e,f,b,b,d,f,b,b,c,f,yes
b,f,d,b,b,d,c,e,a,a,no
d,f,e,f,e,d,c,d,b,c,no
e,c,c,c,b,b,a,a,e,c,no
d,d,f,e,a,b,c,c,e,d,no
c,d,f,e,d,d,d,f,b,f,yes
e,a,b,a,f,d,f,f,b,a,no
d,b,b,c,c,e,b,f,d,f,no
f,c,e,e,d,c,c,d,c,a,no
c,c,b,f,d,c,f,b,f,a,no
a,b,e,f,f,a,f,e,c,e,yes
e,c,a,d,a,e,b,f,b,f,no
b,a,f,f,b,e,f,e,e,a,no
e,b,e,d,e,e,e,c,e,b,no
c,f,a,d,c,c,b,d,c,c,no
f,d,d,a,f,e,c,d,e,a,no
b,d,d,d,f,b,d,b,a,b,no
d,a,d,d,b,a,a,e,e,d,no
a,f,e,f,f,d,c,e,a,e,no
d,e,d,d,c,b,e,d,b,f,no
e,d,d,c,e,f,b,f,c,a,yes
c,f,d,c,d,b,d,b,c,f,no
d,e,f,b,c,c,a,e,b,b,yes
b,b,d,e,c,e,c,f,d,c,no
b,c,d,d,f,c,c,f,b,f,yes
b,c,d,a,b,e,a,f,f,f,yes
e,d,b,c,c,f,c,f,f,b,no
b,c,e,b,c,c,e,e,d,b,yes
c,f,b,d,f,c,a,b,e,e,no
a,f,d,b,f,a,e,d,b,a,no
c,c,f,e,d,c,a,d,a,c,no
d,f,a,e,c,f,d,e,e,f,no
a,e,c,f,d,f,c,b,e,c,no
b,a,e,d,f,e,f,f,b,b,no
b,a,d,d,e,d,e,e,d,a,no
f,f,e,d,c,e,d,d,a,f,no
e,f,c,a,b,c,d,b,e,b,yes
e,b,e,b,e,f,f,c,f,f,yes
d,f,e,f,d,a,d,d,d,d,no
b,d,d,c,c,f,f,f,a,f,no
e,e,a,c,f,b,d,f,b,c,no
b,b,f,c,b,c,d,c,b,e,no
f,d,b,a,e,a,b,b,b,b,no
d,e,a,c,f,d,e,a,b,a,no
d,f,a,f,b,f,d,a,f,b,no
a,a,f,f,d,a,d,a,c,d,no
b,c,c,e,d,d,e,d,a,b,no
d,a,a,b,e,a,c,c,c,b,no
d,a,f,c,b,d,b,a,e,e,no
b,b,c,e,b,e,f,d,a,d,no
f,b,b,c,d,b,c,f,a,a,no
c,f,a,d,f,b,e,a,d,c,no
c,d,a,b,c,a,c,a,b,e,no
b,a,d,a,b,d,b,a,c,b,yes
b,b,c,e,b,a,b,b,c,e,no
c,b,d,d,a,e,f,f,d,d,no
e,d,e,f,e,c,a,d,d,f,no
c,a,d,b,d,e,e,e,a,d,yes
b,b,e,f,a,e,a,c,f,d,no
f,f,b,b,a,f,a,e,d,d,no
b,c,b,d,e,c,c,b,a,a,no
a,f,b,a,e,d,c,f,c,d,no
f,e,c,a,d,d,f,f,d,e,no
a,c,c,b,e,a,b,a,e,d,no
c,f,a,e,a,a,e,d,f,f,no
d,a,b,b,a,e,d,f,c,d,no
d,c,a,e,c,b,d,c,c,f,no
e,e,f,d,e,f,d,f,e,d,yes
c,c,c,a,e,e,e,d,f,b,no
e,e,d,b,e,b,f,f,f,b,no
d,d,f,c,a,c,f,b,c,f,no
e,d,d,f,e,c,f,c,a,e,no
e,e,c,a,b,e,f,f,b,c,yes
b,e,e,c,d,f,e,d,a,b,yes
f,b,a,d,c,d,a,f,d,f,no
b,f,f,e,e,c,f,d,d,e,no
d,c,a,b,d,a,a,d,e,f,no
b,e,c,b,d,b,e,e,c,c,no
c,d,f,b,d,f,a,c,b,c,yes
e,c,e,f,d,f,b,f,f,a,no
e,f,c,f,d,b,f,f,a,f,no
a,c,f,f,c,c,f,d,e,b,yes
f,e,e,b,f,e,e,a,e,f,no
f,d,b,f,b,c,b,a,d,f,no
e,c,f,b,a,e,a,e,a,b,no
b,a,a,f,c,f,f,b,b,d,no
e,b,c,c,c,d,c,a,a,b,no
b,a,a,d,e,e,b,e,f,e,no
a,f,f,a,e,c,e,c,d,d,no
b,f,d,b,b,c,c,e,e,b,no
e,a,b,e,a,a,c,d,e,b,no
a,c,a,d,e,c,f,c,c,d,no
c,b,d,f,b,f,f,e,f,f,no
e,e,b,f,a,e,c,b,c,d,no
d,c,a,b,b,d,f,f,f,e,no
b,e,a,d,e,c,d,a,b,a,no
c,c,b,e,b,b,e,c,a,e,no
a,a,f,b,d,c,d,c,d,c,no
a,d,d,c,a,a,f,b,f,d,no
d,f,b,d,c,f,e,c,b,a,no
d,a,c,d,c,e,f,d,e,f,no
f,a,b,e,c,f,f,e,a,d,no
c,a,b,a,e,f,b,a,f,f,yes
d,d,b,a,d,c,c,a,a,c,no
f,b,c,c,e,a,c,e,a,a,no
e,d,b,b,d,d,d,d,e,f,no
a,a,b,b,f,a,f,e,b,a,no
e,d,a,a,a,d,c,a,a,d,no
e,f,c,e,d,e,a,e,b,f,no
d,a,f,d,b,b,a,e,a,d,no
d,c,e,c,e,a,c,c,a,b,no
b,a,f,b,c,a,f,e,c,b,no
e,e,c,c,c,d,b,a,b,e,no
e,a,b,e,a,b,a,d,f,a,no
b,d,c,f,c,a,f,f,f,e,no
f,c,b,d,f,c,f,d,e,e,no
b,c,e,e,b,b,d,a,a,b,yes
d,a,b,f,b,b,c,b,a,e,no
c,e,c,b,e,e,e,f,d,b,no
a,b,d,e,b,a,d,b,f,b,yes
b,c,e,a,d,b,e,c,e,f,yes
f,d,c,e,d,c,f,f,e,e,no
a,d,b,f,f,f,a,b,b,c,no
a,c,b,b,f,f,f,d,b,d,no
d,e,a,c,d,b,e,c,f,d,no
d,a,e,a,a,c,e,e,d,a,no
d,f,d,b,a,a,c,a,c,c,no
f,a,a,d,a,d,c,e,c,c,no
e,d,b,c,f,e,d,e,b,d,no
b,a,b,f,e,c,c,c,f,e,no
d,d,b,e,d,c,d,d,e,d,no
b,c,b,b,b,b,d,a,c,d,no
c,c,f,e,f,e,d,a,f,a,no
a,d,c,a,c,d,f,e,f,e,yes
f,c,b,f,a,c,a,a,a,c,no
c,b,b,f,d,d,c,e,c,d,no
c,e,e,e,a,d,e,e,b,e,no
e,a,e,b,d,a,b,f,d,d,no
d,c,d,c,b,a,e,f,a,a,no
d,e,f,e,c,b,e,f,f,b,yes
d,a,c,c,f,d,b,b,a,c,no
c,f,e,b,b,f,e,b,d,f,no
f,d,f,d,d,d,f,d,a,e,no
d,a,b,f,a,d,b,d,d,d,no
c,b,e,a,f,f,c,d,b,d,no
b,d,c,f,b,b,d,a,f,f,no
a,e,c,b,e,f,c,e,c,b,yes
b,c,d,f,a,b,f,b,f,a,yes
f,e,c,c,b,c,b,e,c,c,no
f,c,d,c,f,b,c,e,c,e,no
b,b,e,a,a,f,e,a,b,c,no
a,b,e,b,a,e,c,d,d,e,yes
f,b,a,f,a,b,d,a,a,f,no
f,a,f,e,c,d,a,f,f,e,no
f,a,f,a,d,f,f,c,b,a,yes
f,d,e,b,b,a,f,b,a,d,no
b,b,e,b,c,e,b,d,c,e,yes
e,d,e,f,b,d,b,a,b,f,no
c,b,f,d,e,f,a,f,b,a,yes
a,d,f,d,d,f,c,b,c,a,yes
c,a,e,a,a,b,c,a,d,f,no
d,c,d,d,c,e,e,c,b,f,no
c,d,b,e,f,d,d,c,c,a,no
d,c,f,b,f,f,b,d,a,a,no
e,b,c,d,a,a,a,e,d,a,no
a,c,d,c,f,b,d,d,d,f,yes
a,a,a,b,f,b,b,f,c,b,no
a,f,b,e,c,c,e,c,b,d,no
c,f,b,c,e,b,d,d,b,a,no
c,a,e,f,a,d,c,d,b,d,no
d,a,c,c,b,c,c,e,d,d,no
e,f,d,d,f,e,a,d,f,e,no
b,b,a,d,c,d,d,a,a,a,no
d,e,f,b,c,b,c,c,c,e,yes
d,b,f,a,d,c,d,a,a,d,no
f,a,d,f,e,d,a,f,f,a,no
f,f,d,b,b,f,d,a,b,c,no
b,d,e,a,f,e,d,e,d,b,yes
e,f,e,d,a,c,f,c,a,c,no
f,f,e,b,d,d,e,f,b,f,no
b,b,e,e,a,b,e,b,c,a,no
c,d,e,b,a,f,e,a,f,d,yes
a,a,b,d,b,a,c,d,d,e,no
e,a,e,c,c,f,e,e,c,a,no
b,f,c,a,d,c,d,e,c,e,no
f,d,b,d,f,f,b,d,f,b,no
a,a,e,e,b,d,c,a,c,d,no
f,b,a,b,c,b,f,e,e,c,no
d,a,e,b,f,e,f,b,d,c,no
d,c,e,d,c,b,c,f,a,a,no
e,c,d,f,e,a,f,c,e,e,no
d,a,e,b,e,c,c,b,e,a,no
c,c,a,e,f,a,f,a,c,e,no
a,c,a,e,d,e,e,e,a,b,no
a,b,e,f,e,a,e,d,a,a,yes
d,c,a,e,b,c,d,e,a,d,no
d,f,d,b,a,c,a,b,f,d,no
e,b,d,f,a,f,f,b,d,f,no
b,a,d,a,a,c,f,c,c,b,no
f,c,f,f,d,d,d,a,c,e,no
a,b,b,f,f,e,d,f,e,f,no
f,b,e,a,c,e,e,c,a,d,yes
f,d,e,e,d,c,a,b,b,f,no
f,b,d,b,b,e,e,c,b,f,no
a,c,b,e,d,a,f,e,e,d,no
b,b,a,e,b,d,d,a,a,c,no
a,d,b,c,b,f,b,f,b,c,no
d,f,e,b,e,f,c,e,d,c,yes
a,e,f,b,a,f,d,a,e,e,yes
e,f,e,a,c,c,a,a,a,a,no
c,e,b,c,d,b,f,d,d,e,no
a,e,b,e,d,f,e,d,d,e,no
e,b,f,e,d,b,f,c,c,f,no
d,e,b,e,f,c,b,c,c,d,no
b,d,c,e,d,f,d,e,b,e,no
e,f,f,d,c,e,a,b,c,d,no
f,e,f,b,b,b,c,c,f,e,no
a,a,e,e,a,c,d,f,d,d,no
e,a,c,e,a,b,d,b,b,c,no
e,e,b,e,a,a,b,e,c,e,no
a,e,c,c,d,d,d,e,b,b,no
f,d,d,c,d,e,f,c,f,e,yes
e,c,b,d,b,a,b,b,b,e,no
b,e,d,b,e,c,f,e,b,c,no
f,c,a,f,f,f,b,d,f,a,no
d,e,d,a,b,e,d,c,f,b,yes
c,a,d,c,b,f,b,e,e,a,no
e,e,c,e,e,e,c,b,e,d,no
c,d,f,b,c,e,f,f,a,e,yes
c,c,e,a,d,a,e,d,a,d,no
c,b,e,a,a,f,f,f,a,c,no
b,e,f,c,e,b,d,a,f,f,yes
d,d,f,f,f,a,f,a,d,b,no
b,b,a,b,b,f,e,d,c,b,no
b,c,a,e,d,a,d,d,a,b,no
f,d,c,c,b,a,e,e,f,a,no
b,a,d,d,a,c,d,d,e,e,no
c,b,e,e,f,c,e,d,c,b,no
e,c,f,b,a,d,c,a,f,a,no
e,c,f,d,b,a,e,c,e,f,no
d,c,a,d,d,f,b,b,d,e,no
c,d,b,d,f,e,b,c,f,a,no
c,d,e,b,c,a,f,f,e,b,yes
f,b,c,e,c,a,c,d,f,b,no
d,f,c,a,b,e,e,e,f,c,yes
b,b,d,d,d,f,f,c,c,f,no
a,c,c,a,f,e,b,a,f,e,no
f,b,d,d,c,e,b,d,b,d,no
f,a,c,c,e,f,e,f,d,d,yes
d,d,f,f,a,c,d,d,e,e,no
a,c,c,e,a,d,d,a,d,f,no
c,e,a,c,f,c,f,f,f,f,no
e,d,e,c,b,c,d,d,f,e,no
f,a,c,c,f,a,a,d,e,e,no
b,f,d,d,c,b,d,e,c,d,no
c,a,d,d,c,d,d,d,f,d,no
c,d,b,d,f,d,b,a,c,e,no
d,b,b,f,c,f,b,a,c,d,no
c,e,c,c,f,c,a,f,a,d,no
c,e,d,f,d,f,d,d,c,e,no
a,e,b,d,d,f,f,c,b,b,no
f,e,f,a,f,c,c,d,a,b,no
f,f,a,e,a,b,c,b,c,f,no
c,e,c,d,b,d,b,c,f,a,no
f,a,d,e,b,a,d,f,f,e,no
b,a,b,d,d,b,e,d,e,b,no
c,f,f,c,b,e,a,a,d,f,no
a,f,e,a,a,c,e,f,a,f,no
d,d,e,a,c,a,d,f,d,b,no
d,e,d,d,b,a,e,c,c,d,no
c,c,e,d,e,c,b,a,f,e,no
b,b,b,b,e,e,d,c,b,c,no
f,a,c,b,b,a,b,d,d,b,no
c,d,a,d,c,e,d,e,f,d,no
a,c,e,c,e,b,c,e,c,f,yes
c,a,a,f,c,d,b,c,e,d,no
b,e,d,d,b,c,e,b,b,b,no
c,f,d,e,b,a,d,e,a,b,no
f,a,c,f,e,e,a,f,d,c,no
e,d,f,c,f,a,b,a,d,e,no
f,e,b,f,c,c,d,b,f,e,no
c,b,f,d,b,f,a,b,f,c,no
b,d,d,a,c,f,d,d,e,c,yes
d,e,a,d,f,f,b,e,e,e,no
a,d,d,b,a,f,c,c,c,f,no
f,d,a,c,d,c,f,a,c,f,no
d,e,e,b,e,c,f,a,b,c,no
f,a,d,c,e,c,d,b,a,b,no
f,f,b,e,d,a,e,a,b,f,no
e,f,e,a,a,b,d,a,c,f,no
a,e,e,d,b,d,e,d,b,b,no
b,c,c,c,e,e,c,e,b,a,no
e,a,a,c,b,b,d,d,e,e,no
e,f,d,e,b,b,d,b,c,c,no
a,f,c,a,a,c,c,f,c,e,no
e,e,b,b,f,a,c,c,a,f,no
d,c,f,d,e,e,c,c,a,f,no
a,b,e,d,e,f,c,d,c,e,yes
f,c,d,a,b,e,d,e,f,d,yes
c,e,c,f,a,c,f,b,d,d,no
c,b,a,b,c,a,a,a,a,c,no
b,f,a,e,d,b,d,b,d,c,no
f,c,b,f,e,c,c,d,c,b,no
f,c,c,e,f,d,a,a,e,d,no
b,e,d,b,d,e,e,b,a,d,yes
c,f,c,f,b,c,f,f,c,b,no
a,c,d,a,f,a,e,b,a,d,yes
e,e,c,d,b,a,d,e,b,d,no
c,f,b,b,a,d,c,a,e,a,no
d,b,e,f,b,d,e,c,a,f,no
a,f,c,d,d,d,e,d,d,e,no
a,d,e,c,c,b,d,f,e,a,yes
f,c,d,a,e,e,c,a,e,d,no
e,e,a,a,f,a,d,a,c,a,no
b,c,d,e,f,e,c,a,f,f,yes
c,e,d,a,e,d,a,f,d,b,no
b,f,c,f,c,c,d,d,c,e,no
c,c,b,d,c,e,c,f,f,d,no
b,b,a,c,f,e,f,c,a,c,no
f,e,e,e,b,b,c,c,e,c,no
f,f,b,c,c,a,f,f,c,b,no
c,b,f,f,f,f,f,d,a,c,no
e,d,e,f,a,b,c,c,d,c,no
b,b,c,c,e,d,e,e,b,b,no
d,b,c,b,d,a,f,e,e,b,no
d,d,d,e,c,a,a,d,b,f,no
d,c,c,a,d,c,d,a,a,c,no
b,c,c,e,b,c,f,d,e,f,no
c,a,a,a,f,a,d,b,b,c,no
f,c,c,f,b,b,f,a,d,a,no
a,d,f,a,a,d,b,d,f,a,yes
f,e,b,e,a,b,e,d,c,e,no
d,f,b,e,d,d,b,e,a,c,no
b,a,c,b,d,b,a,a,e,b,no
f,a,e,d,b,f,c,b,e,f,no
b,b,d,a,f,b,e,e,c,e,no
b,e,d,d,c,d,f,f,d,b,no
c,d,e,f,b,d,a,d,b,e,yes
a,a,a,e,c,c,a,c,b,c,no
c,d,c,e,e,e,b,f,f,c,no
b,e,b,a,e,b,e,a,d,b,no
b,a,e,b,a,d,f,a,b,e,no
a,f,a,a,e,b,c,f,e,b,no
e,a,d,d,b,f,b,b,f,d,no
e,e,b,a,f,f,b,e,d,a,no
e,c,b,f,c,b,e,e,a,b,no
d,c,c,d,f,e,a,f,d,f,no
d,c,e,d,a,e,e,a,d,c,no
e,f,a,b,a,c,e,f,a,c,no
f,e,e,d,c,e,f,e,e,a,no
c,e,f,a,a,e,e,c,e,f,yes
f,f,d,f,c,e,b,f,c,a,no
b,d,c,f,f,e,a,b,b,f,no
a,d,f,a,b,f,f,d,a,a,yes
c,c,d,e,c,e,a,e,e,b,no
f,a,a,b,e,e,e,d,a,d,no
d,a,a,e,e,d,b,b,e,f,no
d,c,a,f,b,f,b,f,b,a,no
a,d,f,d,c,a,b,c,e,f,yes
a,e,c,a,e,b,d,c,d,a,no
b,f,f,f,d,b,a,d,a,f,no
a,f,c,a,c,d,a,a,e,b,yes
d,c,c,f,a,d,b,d,c,c,no
d,e,b,d,b,d,f,c,e,a,no
b,d,e,e,f,d,f,c,c,d,yes
b,d,b,a,b,a,c,c,e,e,no
f,b,a,b,d,b,a,a,e,f,no
b,b,f,f,b,a,f,a,a,c,no
f,a,d,d,e,c,a,b,d,a,no
f,a,c,f,c,f,c,c,b,d,no
a,d,c,f,e,f,b,b,b,c,no
d,d,d,d,f,d,e,f,b,e,no
f,b,f,e,a,b,d,a,d,d,no
e,b,a,e,b,e,f,a,c,d,no
f,d,d,b,c,b,b,f,a,d,no
a,d,f,b,d,f,d,d,e,e,yes
a,c,f,f,a,a,c,e,b,b,yes
b,d,f,b,a,c,e,d,e,a,yes
c,a,f,e,f,d,c,e,d,c,no
f,f,a,e,a,d,f,d,e,f,no
f,b,c,d,f,b,e,a,d,d,no
f,b,e,a,a,b,f,f,f,e,no
e,e,b,f,e,c,e,a,e,e,no
a,d,c,e,d,e,f,d,e,b,no
c,a,f,e,e,c,a,c,c,c,no
c,c,a,d,a,e,f,a,b,d,no
a,b,f,a,a,a,f,f,f,e,yes
e,d,b,a,c,b,c,f,a,b,no
b,f,f,d,c,e,c,b,a,a,no
f,f,e,a,c,e,e,e,d,c,yes
a,c,c,d,d,d,d,f,f,d,no
c,a,e,a,d,f,a,e,f,a,yes
f,d,d,a,c,f,a,a,d,c,yes
e,d,c,d,c,b,d,d,f,a,no
b,d,d,b,a,a,d,b,e,b,no
d,a,d,e,c,c,b,c,c,f,no
b,d,f,f,d,d,b,a,c,a,yes
e,e,c,b,a,c,e,f,c,d,no
e,b,b,d,b,f,d,a,d,d,no
b,d,f,a,e,c,e,a,e,c,yes
b,c,f,c,c,d,e,f,d,a,yes
d,a,a,f,a,c,a,b,e,d,no
e,b,d,f,b,d,f,a,e,f,no
a,c,e,b,f,e,d,a,f,b,yes
e,e,c,a,f,d,c,d,d,e,no
e,e,d,c,a,e,a,b,f,f,no
d,d,d,a,e,d,a,f,b,e,no
f,a,a,b,d,a,b,b,d,b,no
e,f,e,a,a,a,c,c,c,c,no
c,f,c,d,e,e,e,a,b,d,no
f,e,c,b,d,b,b,e,a,c,no
b,d,e,f,c,a,c,e,f,c,yes
d,f,c,b,d,b,e,a,c,d,no
d,f,b,a,d,d,a,f,e,d,no
e,f,c,b,d,e,f,f,a,b,yes
a,c,a,f,b,d,a,c,b,d,no
d,c,e,f,f,c,e,a,e,e,no
a,b,d,e,b,b,f,b,e,d,yes
f,d,b,a,b,c,c,d,a,d,yes
b,e,b,a,f,c,f,f,d,d,no
e,e,b,f,a,f,e,b,c,e,no
c,c,c,c,c,c,b,c,a,a,no
b,d,e,a,b,c,b,b,b,c,yes
f,f,d,a,e,e,b,f,a,f,no
e,b,b,f,f,a,a,c,c,e,no
e,b,d,d,c,a,b,a,f,f,no
c,d,e,c,b,d,a,f,e,c,yes
b,a,c,d,a,c,b,c,b,a,no
e,b,e,f,e,a,a,c,d,a,no
b,f,e,e,c,e,d,d,c,b,no
d,c,f,b,c,f,d,a,e,d,yes
c,a,c,b,d,a,e,b,b,e,no
a,f,f,e,f,e,e,d,a,c,no
c,f,e,f,b,e,d,a,f,d,no
c,f,f,c,e,f,c,b,d,f,yes
b,e,c,e,b,d,b,b,e,f,no
f,b,f,c,b,f,d,c,c,a,no
f,a,b,e,c,e,f,d,b,d,no
b,d,a,b,a,b,c,d,c,b,no
e,c,f,b,c,d,d,c,d,c,yes
c,f,f,f,f,d,b,e,b,a,no
f,d,f,f,e,e,c,f,e,f,no
c,d,f,c,f,c,f,b,c,a,yes
f,e,f,e,b,b,f,e,e,a,no
d,f,f,d,d,c,f,b,f,e,no
d,d,a,a,b,e,e,b,b,e,yes
e,d,f,f,a,c,b,d,f,b,no
a,a,a,e,f,f,b,e,a,d,no
a,d,e,a,a,c,a,d,a,e,yes
f,d,b,f,a,d,f,d,b,e,no
b,d,c,e,a,e,a,a,f,d,no
d,c,f,f,e,c,a,d,a,f,no
f,c,f,a,f,c,d,b,a,a,no
b,b,f,f,e,c,e,f,f,f,no
c,c,f,e,d,a,e,a,b,e,no
c,f,d,c,c,e,d,c,a,b,no
d,e,d,d,f,f,c,d,f,d,no
a,f,e,a,c,d,d,b,d,a,yes
a,b,c,f,b,c,d,d,b,e,yes
d,a,b,a,d,d,e,d,c,f,no
c,b,c,d,f,b,a,d,e,c,no
f,f,d,c,a,c,b,d,b,a,no
d,e,c,a,c,b,d,c,e,c,no
a,b,c,c,c,d,d,d,d,b,yes
d,d,e,f,b,b,d,a,e,f,no
a,f,f,a,d,b,a,a,f,b,no
f,b,f,a,c,b,b,f,c,f,no
b,b,a,f,f,e,e,c,b,e,no
d,e,b,a,d,f,d,d,a,c,yes
a,c,d,a,f,e,b,c,f,e,yes
b,b,b,e,c,b,a,b,a,f,no
a,e,d,f,b,e,f,d,e,c,no
b,e,b,d,a,d,b,a,b,f,no
b,b,f,f,a,b,b,a,f,d,no
a,e,d,c,d,d,a,a,e,e,no
a,c,d,e,a,d,a,f,f,b,yes
b,b,a,b,a,e,a,a,f,c,no
a,d,c,b,e,e,c,a,b,f,no
a,a,a,f,c,e,e,c,c,a,no
b,f,c,d,a,c,d,d,d,e,no
